"ACCOUNT_NUM","APPRAISAL_YR","TIF_ZONE_DESC","EFFECTIVE_YR","EXPIRATION_YR","ACCT_MKT","CITY_PCT","CITY_BASE_MKT","CITY_BASE_TAXABLE","CITY_ACCT_TAXABLE","CNTY_PCT","CNTY_BASE_MKT","CNTY_BASE_TAXABLE","CNTY_ACCT_TAXABLE","ISD_PCT","ISD_BASE_MKT","ISD_BASE_TAXABLE","ISD_ACCT_TAXABLE","HOSP_PCT","HOSP_BASE_MKT","HOSP_BASE_TAXABLE","HOSP_ACCT_TAXABLE","COLL_PCT","COLL_BASE_MKT","COLL_BASE_TAXABLE","COLL_ACCT_TAXABLE","SPEC_PCT","SPEC_BASE_MKT","SPEC_BASE_TAXABLE","SPEC_ACCT_TAXABLE"
"00000300055000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","35000.00",".550000","16370.00","16370.00","35000",".550000","16370.00","16370.00","35000",".000000","16370.00","16370.00","35000",".000000","16370.00","16370.00","35000",".000000","16370.00","16370.00","35000",".000000","16370.00",".00","0"
"00000300160500000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","204600.00",".550000","34500.00","27600.00","204600",".550000","34500.00","27600.00","204600",".000000",".00",".00","204600",".000000",".00",".00","204600",".000000",".00",".00","204600",".000000",".00",".00","0"
"00000298666000200","2019","FORT WORTH AVENUE - DALLAS","2008","2029","56710.00",".550000","13100.00","13100.00","56710",".550000","13100.00","13100.00","56710",".000000",".00",".00","56710",".000000",".00",".00","56710",".000000",".00",".00","56710",".000000",".00",".00","0"
"00000298690000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","53770.00",".550000","17510.00","17510.00","53770",".550000","17510.00","17510.00","53770",".000000",".00",".00","53770",".000000",".00",".00","53770",".000000",".00",".00","53770",".000000",".00",".00","0"
"00000298807000100","2019","FORT WORTH AVENUE - DALLAS","2008","2029","790090.00",".550000","197520.00",".00","0",".550000","197520.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000299635000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","345620.00",".550000","64620.00","64620.00","345620",".550000","64620.00","64620.00","345620",".000000",".00",".00","345620",".000000",".00",".00","345620",".000000",".00",".00","345620",".000000",".00",".00","0"
"00000102649000000","2019","FARMERS MARKET SUBDISTRICT C - DALLAS","2016","2035","326000.00",".900000","136500.00","136500.00","326000",".400000","136500.00","136500.00","326000",".000000",".00",".00","326000",".000000",".00",".00","326000",".000000",".00",".00","326000",".000000",".00",".00","0"
"00000298663000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","102710.00",".550000","33050.00","33050.00","102710",".550000","33050.00","33050.00","102710",".000000",".00",".00","102710",".000000",".00",".00","102710",".000000",".00",".00","102710",".000000",".00",".00","0"
"00000298708000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","128000.00",".550000","32000.00","32000.00","128000",".550000","32000.00","32000.00","128000",".000000",".00",".00","128000",".000000",".00",".00","128000",".000000",".00",".00","128000",".000000",".00",".00","0"
"00000267691000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","410330.00",".550000","208940.00","208940.00","410330",".550000","208940.00","208940.00","410330",".000000","208940.00","208940.00","410330",".000000","208940.00","208940.00","410330",".000000","208940.00","208940.00","410330",".000000","208940.00",".00","0"
"00000298660000100","2019","FORT WORTH AVENUE - DALLAS","2008","2029","118140.00",".550000","83618.00","83618.00","118140",".550000","83618.00","83618.00","118140",".000000",".00",".00","118140",".000000",".00",".00","118140",".000000",".00",".00","118140",".000000",".00",".00","0"
"00000298666000100","2019","FORT WORTH AVENUE - DALLAS","2008","2029","11670.00",".550000","2330.00","2330.00","11670",".550000","2330.00","2330.00","11670",".000000",".00",".00","11670",".000000",".00",".00","11670",".000000",".00",".00","11670",".000000",".00",".00","0"
"00000267718000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","450000.00",".550000","332500.00","332500.00","450000",".550000","332500.00","332500.00","450000",".000000",".00",".00","450000",".000000",".00",".00","450000",".000000",".00",".00","450000",".000000",".00",".00","0"
"00000298834000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","80990.00",".550000","54430.00",".00","0",".550000","54430.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000299389000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","3539680.00",".550000","99810.00",".00","0",".550000","99810.00",".00","0",".000000","99810.00",".00","0",".000000","99810.00",".00","0",".000000","99810.00",".00","0",".000000","99810.00",".00","0"
"00000299602000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","309020.00",".550000","69010.00","69010.00","309020",".550000","69010.00","69010.00","309020",".000000","69010.00","69010.00","309020",".000000","69010.00","69010.00","309020",".000000","69010.00","69010.00","309020",".000000","69010.00",".00","0"
"00000299614000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","414990.00",".550000","254800.00","254800.00","414990",".550000","254800.00","254800.00","414990",".000000",".00",".00","414990",".000000",".00",".00","414990",".000000",".00",".00","414990",".000000",".00",".00","0"
"00000299677000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","163300.00",".550000","32660.00","32660.00","163300",".550000","32660.00","32660.00","163300",".000000","32660.00","32660.00","163300",".000000","32660.00","32660.00","163300",".000000","32660.00","32660.00","163300",".000000","32660.00",".00","0"
"00000299746000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","75270.00",".550000","49900.00","49900.00","75270",".550000","49900.00","49900.00","75270",".000000",".00",".00","75270",".000000",".00",".00","75270",".000000",".00",".00","75270",".000000",".00",".00","0"
"00000299767000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","234790.00",".550000","93920.00","93920.00","234790",".550000","93920.00","93920.00","234790",".000000",".00",".00","234790",".000000",".00",".00","234790",".000000",".00",".00","234790",".000000",".00",".00","0"
"00000299782000100","2019","FORT WORTH AVENUE - DALLAS","2008","2029","120010.00",".550000","30000.00","30000.00","120010",".550000","30000.00","30000.00","120010",".000000",".00",".00","120010",".000000",".00",".00","120010",".000000",".00",".00","120010",".000000",".00",".00","0"
"00000299986000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","104690.00",".550000","67530.00","54024.00","56232",".550000","67530.00","54024.00","56232",".000000","67530.00","45777.00","38261",".000000","67530.00","54024.00","56232",".000000","67530.00","54024.00","56232",".000000","67530.00",".00","0"
"00000300112000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","6000.00",".550000","600.00","600.00","6000",".550000","600.00","600.00","6000",".000000",".00",".00","6000",".000000",".00",".00","6000",".000000",".00",".00","6000",".000000",".00",".00","0"
"00000300148000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","485660.00",".550000","11800.00","11800.00","485660",".550000","11800.00","11800.00","485660",".000000",".00",".00","485660",".000000",".00",".00","485660",".000000",".00",".00","485660",".000000",".00",".00","0"
"00000300202000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","291260.00",".550000","44170.00","35336.00","50872",".550000","44170.00","35336.00","50872",".000000",".00",".00","32231",".000000",".00",".00","50872",".000000",".00",".00","50872",".000000",".00",".00","0"
"00000300280000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","35680.00",".550000","12490.00","12490.00","35680",".550000","12490.00","12490.00","35680",".000000",".00",".00","35680",".000000",".00",".00","35680",".000000",".00",".00","35680",".000000",".00",".00","0"
"00000459649000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","65020.00",".550000","35680.00","35680.00","65020",".550000","35680.00","35680.00","65020",".000000","35680.00","35680.00","65020",".000000","35680.00","35680.00","65020",".000000","35680.00","35680.00","65020",".000000","35680.00",".00","0"
"00000459652000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","4776660.00",".550000","4513250.00","4513250.00","4776660",".550000","4513250.00","4513250.00","4776660",".000000",".00",".00","4776660",".000000",".00",".00","4776660",".000000",".00",".00","4776660",".000000",".00",".00","0"
"00000298690000100","2019","FORT WORTH AVENUE - DALLAS","2008","2029","7840.00",".550000","13970.00","13970.00","7840",".550000","13970.00","13970.00","7840",".000000",".00",".00","7840",".000000",".00",".00","7840",".000000",".00",".00","7840",".000000",".00",".00","0"
"00000299653500000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","172000.00",".550000","103790.00","103790.00","172000",".550000","103790.00","103790.00","172000",".000000","103790.00","103790.00","172000",".000000","103790.00","103790.00","172000",".000000","103790.00","103790.00","172000",".000000","103790.00",".00","0"
"00000299755000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","135000.00",".550000","90440.00","90440.00","135000",".550000","90440.00","90440.00","135000",".000000","90440.00","90440.00","135000",".000000","90440.00","90440.00","135000",".000000","90440.00","90440.00","135000",".000000","90440.00",".00","0"
"00000299764000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","85000.00",".550000","42120.00","42120.00","85000",".550000","42120.00","42120.00","85000",".000000",".00",".00","85000",".000000",".00",".00","85000",".000000",".00",".00","85000",".000000",".00",".00","0"
"00000300004000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","245000.00",".550000","66150.00","66150.00","245000",".550000","66150.00","66150.00","245000",".000000",".00",".00","245000",".000000",".00",".00","245000",".000000",".00",".00","245000",".000000",".00",".00","0"
"00000300145000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","144180.00",".550000","40720.00","40720.00","144180",".550000","40720.00","40720.00","144180",".000000",".00",".00","144180",".000000",".00",".00","144180",".000000",".00",".00","144180",".000000",".00",".00","0"
"00000300157000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","211030.00",".550000","38480.00",".00","0",".550000","38480.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000300289000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","51000.00",".550000","28920.00","28920.00","51000",".550000","28920.00","28920.00","51000",".000000","28920.00","28920.00","51000",".000000","28920.00","28920.00","51000",".000000","28920.00","28920.00","51000",".000000","28920.00",".00","0"
"00000300316000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","71500.00",".550000","90380.00","90380.00","71500",".550000","90380.00","90380.00","71500",".000000",".00",".00","71500",".000000",".00",".00","71500",".000000",".00",".00","71500",".000000",".00",".00","0"
"00000267683000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","332460.00",".550000","255710.00","255710.00","332460",".550000","255710.00","255710.00","332460",".000000","255710.00","255710.00","332460",".000000","255710.00","255710.00","332460",".000000","255710.00","255710.00","332460",".000000","255710.00",".00","0"
"00000298636000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","389150.00",".550000","315140.00","315140.00","389150",".550000","315140.00","315140.00","389150",".000000",".00",".00","389150",".000000",".00",".00","389150",".000000",".00",".00","389150",".000000",".00",".00","0"
"00000298684000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","40000.00",".550000","8000.00","8000.00","40000",".550000","8000.00","8000.00","40000",".000000",".00",".00","40000",".000000",".00",".00","40000",".000000",".00",".00","40000",".000000",".00",".00","0"
"00000299605000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","251130.00",".550000","25850.00",".00","0",".550000","25850.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000299632000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","114400.00",".550000","35750.00","35750.00","114400",".550000","35750.00","35750.00","114400",".000000",".00",".00","114400",".000000",".00",".00","114400",".000000",".00",".00","114400",".000000",".00",".00","0"
"00000299713000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","28910.00",".550000","10630.00","10630.00","28910",".550000","10630.00","10630.00","28910",".000000","10630.00","10630.00","28910",".000000","10630.00","10630.00","28910",".000000","10630.00","10630.00","28910",".000000","10630.00",".00","0"
"00000299923000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","773350.00",".550000","532260.00",".00","0",".550000","532260.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000300037000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","80000.00",".550000","28000.00","28000.00","80000",".550000","28000.00","28000.00","80000",".000000",".00",".00","80000",".000000",".00",".00","80000",".000000",".00",".00","80000",".000000",".00",".00","0"
"00000300097000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","12000.00",".550000","1200.00","1200.00","12000",".550000","1200.00","1200.00","12000",".000000","1200.00","1200.00","12000",".000000","1200.00","1200.00","12000",".000000","1200.00","1200.00","12000",".000000","1200.00",".00","0"
"00000300154000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","112860.00",".550000","11800.00","11800.00","112860",".550000","11800.00","11800.00","112860",".000000",".00",".00","112860",".000000",".00",".00","112860",".000000",".00",".00","112860",".000000",".00",".00","0"
"00000300160000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","198040.00",".550000","36950.00","36950.00","198040",".550000","36950.00","36950.00","198040",".000000",".00",".00","198040",".000000",".00",".00","198040",".000000",".00",".00","198040",".000000",".00",".00","0"
"00000300172000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","163760.00",".550000","41160.00","41160.00","163760",".550000","41160.00","41160.00","163760",".000000",".00",".00","163760",".000000",".00",".00","163760",".000000",".00",".00","163760",".000000",".00",".00","0"
"00000300325000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","78120.00",".550000","62500.00","62500.00","78120",".550000","62500.00","62500.00","78120",".000000","62500.00","62500.00","78120",".000000","62500.00","62500.00","78120",".000000","62500.00","62500.00","78120",".000000","62500.00",".00","0"
"00000298702000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","544440.00",".550000","116470.00","116470.00","544440",".550000","116470.00","116470.00","544440",".000000",".00",".00","544440",".000000",".00",".00","544440",".000000",".00",".00","544440",".000000",".00",".00","0"
"00000299671000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","301140.00",".550000","183000.00","183000.00","301140",".550000","183000.00","183000.00","301140",".000000","183000.00","183000.00","301140",".000000","183000.00","183000.00","301140",".000000","183000.00","183000.00","301140",".000000","183000.00",".00","0"
"00000299683000100","2019","FORT WORTH AVENUE - DALLAS","2008","2029","25530.00",".550000","5106.00","5106.00","25530",".550000","5106.00","5106.00","25530",".000000",".00",".00","25530",".000000",".00",".00","25530",".000000",".00",".00","25530",".000000",".00",".00","0"
"00000299722000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","52870.00",".550000","32350.00","32350.00","52870",".550000","32350.00","32350.00","52870",".000000","32350.00","32350.00","52870",".000000","32350.00","32350.00","52870",".000000","32350.00","32350.00","52870",".000000","32350.00",".00","0"
"00000299743000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","144000.00",".550000","88670.00","88670.00","144000",".550000","88670.00","88670.00","144000",".000000",".00",".00","144000",".000000",".00",".00","144000",".000000",".00",".00","144000",".000000",".00",".00","0"
"00000299953000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","310710.00",".550000","200840.00","200840.00","310710",".550000","200840.00","200840.00","310710",".000000",".00",".00","310710",".000000",".00",".00","310710",".000000",".00",".00","310710",".000000",".00",".00","0"
"00000299956000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","58000.00",".550000","14500.00","14500.00","58000",".550000","14500.00","14500.00","58000",".000000",".00",".00","58000",".000000",".00",".00","58000",".000000",".00",".00","58000",".000000",".00",".00","0"
"00000299992000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","250570.00",".550000","88440.00","88440.00","250570",".550000","88440.00","88440.00","250570",".000000",".00",".00","250570",".000000",".00",".00","250570",".000000",".00",".00","250570",".000000",".00",".00","0"
"00000300058000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","44550.00",".550000","17600.00",".00","0",".550000","17600.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000300070000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","45380.00",".550000","10720.00","10720.00","45380",".550000","10720.00","10720.00","45380",".000000","10720.00","10720.00","45380",".000000","10720.00","10720.00","45380",".000000","10720.00","10720.00","45380",".000000","10720.00",".00","0"
"00000300196000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","260750.00",".550000","42120.00","33696.00","0",".550000","42120.00","33696.00","0",".000000","42120.00","22120.00","0",".000000","42120.00","33696.00","0",".000000","42120.00","33696.00","0",".000000","42120.00",".00","0"
"00000300220000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","225280.00",".550000","32630.00","32630.00","225280",".550000","32630.00","32630.00","225280",".000000",".00",".00","225280",".000000",".00",".00","225280",".000000",".00",".00","225280",".000000",".00",".00","0"
"00000300283000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","53890.00",".550000","31680.00","31680.00","53890",".550000","31680.00","31680.00","53890",".000000","31680.00","31680.00","53890",".000000","31680.00","31680.00","53890",".000000","31680.00","31680.00","53890",".000000","31680.00",".00","0"
"00000459610000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","584950.00",".550000","300000.00","300000.00","584950",".550000","300000.00","300000.00","584950",".000000",".00",".00","584950",".000000",".00",".00","584950",".000000",".00",".00","584950",".000000",".00",".00","0"
"00000335701000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","630000.00",".550000","297070.00","297070.00","630000",".550000","297070.00","297070.00","630000",".000000","297070.00","297070.00","630000",".000000","297070.00","297070.00","630000",".000000","297070.00","297070.00","630000",".000000","297070.00",".00","0"
"00000503149000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","173960.00",".550000","75770.00","60616.00","0",".550000","75770.00","60616.00","26998",".000000","75770.00","53193.00","37998",".000000","75770.00","60616.00","26998",".000000","75770.00","60616.00","20998",".000000","75770.00",".00","0"
"00000298630500000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","1094470.00",".550000","292780.00","292780.00","1094470",".550000","292780.00","292780.00","1094470",".000000",".00",".00","1094470",".000000",".00",".00","1094470",".000000",".00",".00","1094470",".000000",".00",".00","0"
"00000299509000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","863900.00",".550000","82980.00",".00","0",".550000","82980.00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0",".000000",".00",".00","0"
"00000299608000000","2019","FORT WORTH AVENUE - DALLAS","2008","2029","40290.00",".550000","9300.00","9300.00","40290",".550000","9300.00","9300.00","40290",".000000",".00",".00","40290",".000000",".00",".00","40290",".000000",".00",".00","40290",".000000",".00",".00","0"
