"ACCOUNT_NUM","APPRAISAL_YR","SORTORDER","EXEMPTION_CD","EXEMPTION","CITY_APPLD_VAL","CNTY_APPLD_VAL","ISD_APPLD_VAL","HOSPITAL_APPLD_VAL","COLLEGE_APPLD_VAL","SPCL_APPLIED_VAL"
"00000722632000000","2019","1","1","HOMESTEAD EXEMPTION","156954.00","156954.00","103477.00","156954.00","156954.00",".00"
"00000722635000000","2019","1","1","HOMESTEAD EXEMPTION","142952.00","142952.00","96476.00","142952.00","142952.00",".00"
"00000722638000000","2019","1","1","HOMESTEAD EXEMPTION","149994.00","149994.00","99997.00","149994.00","149994.00",".00"
"00000722639000000","2019","1","1","HOMESTEAD EXEMPTION","173310.00","173310.00","111655.00","173310.00","173310.00",".00"
"00000722639500000","2019","1","1","HOMESTEAD EXEMPTION","150630.00","150630.00","100315.00","150630.00","150630.00",".00"
"00000722640000000","2019","1","1","HOMESTEAD EXEMPTION","143000.00","143000.00","96500.00","143000.00","143000.00",".00"
"00000722640500000","2019","1","1","HOMESTEAD EXEMPTION","143612.00","143612.00","96806.00","143612.00","143612.00",".00"
"00000722641000000","2019","1","1","HOMESTEAD EXEMPTION","260000.00","260000.00","155000.00","260000.00","260000.00",".00"
"00000722647000000","2019","1","1","HOMESTEAD EXEMPTION","133934.00","133934.00","91967.00","133934.00","133934.00",".00"
"00000722650000000","2019","1","1","HOMESTEAD EXEMPTION","158746.00","158746.00","104373.00","158746.00","158746.00",".00"
"00000722653000000","2019","1","1","HOMESTEAD EXEMPTION","142456.00","142456.00","96228.00","142456.00","142456.00",".00"
"00000722659000000","2019","1","1","HOMESTEAD EXEMPTION","150758.00","150758.00","100379.00","150758.00","150758.00",".00"
"00000722662000000","2019","1","1","HOMESTEAD EXEMPTION","166824.00","166824.00","108412.00","166824.00","166824.00",".00"
"00000722665000000","2019","1","1","HOMESTEAD EXEMPTION","195460.00","195460.00","122730.00","195460.00","195460.00",".00"
"00000722671000000","2019","1","1","HOMESTEAD EXEMPTION","143000.00","143000.00","96500.00","143000.00","143000.00",".00"
"00000722674000000","2019","1","1","HOMESTEAD EXEMPTION","263274.00","263274.00","156637.00","263274.00","263274.00",".00"
"00000722680000000","2019","1","1","HOMESTEAD EXEMPTION","137196.00","137196.00","93598.00","137196.00","137196.00",".00"
"00000722683000000","2019","1","1","HOMESTEAD EXEMPTION","143316.00","143316.00","96658.00","143316.00","143316.00",".00"
"00000722686000000","2019","1","1","HOMESTEAD EXEMPTION","68977.00","68977.00","59488.00","68977.00","68977.00",".00"
"00000722689000000","2019","1","1","HOMESTEAD EXEMPTION","112638.00","112638.00","81319.00","112638.00","112638.00",".00"
"00000722692000000","2019","1","1","HOMESTEAD EXEMPTION","151438.00","151438.00","100719.00","151438.00","151438.00",".00"
"00000722695000000","2019","1","1","HOMESTEAD EXEMPTION","180828.00","180828.00","115414.00","180828.00","180828.00",".00"
"00000722698000000","2019","1","1","HOMESTEAD EXEMPTION","58118.00","58118.00","54059.00","58118.00","58118.00",".00"
"00000722698050000","2019","1","1","HOMESTEAD EXEMPTION","170908.00","170908.00","110454.00","170908.00","170908.00",".00"
"00000722698100000","2019","1","1","HOMESTEAD EXEMPTION","134890.00","134890.00","92445.00","134890.00","134890.00",".00"
"00000722698200000","2019","1","1","HOMESTEAD EXEMPTION","145650.00","145650.00","97825.00","145650.00","145650.00",".00"
"00000722698250000","2019","1","1","HOMESTEAD EXEMPTION","194270.00","194270.00","122135.00","194270.00","194270.00",".00"
"00000722698300000","2019","1","1","HOMESTEAD EXEMPTION","132000.00","132000.00","91000.00","132000.00","132000.00",".00"
"00000722698350000","2019","1","1","HOMESTEAD EXEMPTION","151888.00","151888.00","100944.00","151888.00","151888.00",".00"
"00000722698400000","2019","1","1","HOMESTEAD EXEMPTION","201535.00","201535.00","125767.00","201535.00","201535.00",".00"
"00000722698450000","2019","1","1","HOMESTEAD EXEMPTION","167756.00","167756.00","108878.00","167756.00","167756.00",".00"
"00000722698550000","2019","1","1","HOMESTEAD EXEMPTION","143082.00","143082.00","96541.00","143082.00","143082.00",".00"
"00000722698600000","2019","1","1","HOMESTEAD EXEMPTION","206132.00","206132.00","128066.00","206132.00","206132.00",".00"
"00000722698650000","2019","1","1","HOMESTEAD EXEMPTION","192000.00","192000.00","121000.00","192000.00","192000.00",".00"
"00000722699000000","2019","1","1","HOMESTEAD EXEMPTION","168412.00","168412.00","109206.00","168412.00","168412.00",".00"
"00000722699050000","2019","1","1","HOMESTEAD EXEMPTION","180456.00","180456.00","115228.00","180456.00","180456.00",".00"
"00000722699100000","2019","1","1","HOMESTEAD EXEMPTION","132644.00","132644.00","91322.00","132644.00","132644.00",".00"
"00000722699150000","2019","1","1","HOMESTEAD EXEMPTION","156340.00","156340.00","103170.00","156340.00","156340.00",".00"
"00000722699250000","2019","1","1","HOMESTEAD EXEMPTION","160000.00","160000.00","105000.00","160000.00","160000.00",".00"
"00000722699300000","2019","1","1","HOMESTEAD EXEMPTION","143020.00","143020.00","96510.00","143020.00","143020.00",".00"
"00000722699350000","2019","1","1","HOMESTEAD EXEMPTION","137878.00","137878.00","93939.00","137878.00","137878.00",".00"
"00000722699400000","2019","1","1","HOMESTEAD EXEMPTION","144000.00","144000.00","97000.00","144000.00","144000.00",".00"
"00000722699450000","2019","1","1","HOMESTEAD EXEMPTION","167590.00","167590.00","108795.00","167590.00","167590.00",".00"
"00000722699500000","2019","1","1","HOMESTEAD EXEMPTION","106178.00","106178.00","78089.00","106178.00","106178.00",".00"
"00000722699550000","2019","1","1","HOMESTEAD EXEMPTION","154675.00","154675.00","102337.00","154675.00","154675.00",".00"
"00000722699600000","2019","1","1","HOMESTEAD EXEMPTION","199072.00","199072.00","124536.00","199072.00","199072.00",".00"
"00000722699650000","2019","1","1","HOMESTEAD EXEMPTION","169876.00","169876.00","109938.00","169876.00","169876.00",".00"
"00000722699800000","2019","1","1","HOMESTEAD EXEMPTION","173650.00","173650.00","111825.00","173650.00","173650.00",".00"
"00000722699850000","2019","1","1","HOMESTEAD EXEMPTION","216118.00","216118.00","133059.00","216118.00","216118.00",".00"
"00000722699900000","2019","1","1","HOMESTEAD EXEMPTION","136550.00","136550.00","93275.00","136550.00","136550.00",".00"
"00000722700000000","2019","1","1","HOMESTEAD EXEMPTION","147314.00","147314.00","98657.00","147314.00","147314.00",".00"
"00000722704000000","2019","1","1","HOMESTEAD EXEMPTION","14274.00","14274.00","32137.00","14274.00","14274.00",".00"
"00000722710000000","2019","1","1","HOMESTEAD EXEMPTION","20456.00","20456.00","35228.00","20456.00","20456.00",".00"
"00000722716000000","2019","1","1","HOMESTEAD EXEMPTION","19085.00","19085.00","34542.00","19085.00","19085.00",".00"
"00000722719000000","2019","1","1","HOMESTEAD EXEMPTION","20806.00","20806.00","35403.00","20806.00","20806.00",".00"
"00000722722000000","2019","1","1","HOMESTEAD EXEMPTION","19481.00","19481.00","34740.00","19481.00","19481.00",".00"
"00000722725000000","2019","1","1","HOMESTEAD EXEMPTION","24391.00","24391.00","37195.00","24391.00","24391.00",".00"
"00000722728000000","2019","1","1","HOMESTEAD EXEMPTION","15803.00","15803.00","32901.00","15803.00","15803.00",".00"
"00000722731000000","2019","1","1","HOMESTEAD EXEMPTION","18690.00","18690.00","34345.00","18690.00","18690.00",".00"
"00000722734000000","2019","1","1","HOMESTEAD EXEMPTION","19800.00","19800.00","34900.00","19800.00","19800.00",".00"
"00000722737000000","2019","1","1","HOMESTEAD EXEMPTION","21024.00","21024.00","35512.00","21024.00","21024.00",".00"
"00000722743000000","2019","1","1","HOMESTEAD EXEMPTION","26760.00","26760.00","38380.00","26760.00","26760.00",".00"
"00000722764000000","2019","1","1","HOMESTEAD EXEMPTION","20415.00","20415.00","35207.00","20415.00","20415.00",".00"
"00000722767000000","2019","1","1","HOMESTEAD EXEMPTION","20286.00","20286.00","35143.00","20286.00","20286.00",".00"
"00000722770000000","2019","1","1","HOMESTEAD EXEMPTION","19644.00","19644.00","34822.00","19644.00","19644.00",".00"
"00000722779000000","2019","1","1","HOMESTEAD EXEMPTION","20816.00","20816.00","35408.00","20816.00","20816.00",".00"
"00000722782000000","2019","1","1","HOMESTEAD EXEMPTION","9630.00","9630.00","30000.00","9630.00","9630.00",".00"
"00000722788000000","2019","1","1","HOMESTEAD EXEMPTION","20711.00","20711.00","35355.00","20711.00","20711.00",".00"
"00000722791000000","2019","1","1","HOMESTEAD EXEMPTION","26456.00","26456.00","38228.00","26456.00","26456.00",".00"
"00000722794000000","2019","1","1","HOMESTEAD EXEMPTION","20816.00","20816.00","35408.00","20816.00","20816.00",".00"
"00000722800000000","2019","1","1","HOMESTEAD EXEMPTION","19305.00","19305.00","34652.00","19305.00","19305.00",".00"
"00000722803000000","2019","1","1","HOMESTEAD EXEMPTION","13500.00","13500.00","19250.00","13500.00","13500.00",".00"
"00000722806000000","2019","1","1","HOMESTEAD EXEMPTION","21894.00","21894.00","35947.00","21894.00","21894.00",".00"
"00000722812000000","2019","1","1","HOMESTEAD EXEMPTION","9862.00","9862.00","17431.00","9862.00","9862.00",".00"
"00000722818000000","2019","1","1","HOMESTEAD EXEMPTION","18974.00","18974.00","34487.00","18974.00","18974.00",".00"
"00000722821000000","2019","1","1","HOMESTEAD EXEMPTION","19276.00","19276.00","34638.00","19276.00","19276.00",".00"
"00000722824000000","2019","1","1","HOMESTEAD EXEMPTION","18201.00","18201.00","34100.00","18201.00","18201.00",".00"
"00000722827000000","2019","1","1","HOMESTEAD EXEMPTION","20025.00","20025.00","35012.00","20025.00","20025.00",".00"
"00000722833000000","2019","1","1","HOMESTEAD EXEMPTION","19765.00","19765.00","34882.00","19765.00","19765.00",".00"
"00000722836000000","2019","1","1","HOMESTEAD EXEMPTION","15400.00","15400.00","32700.00","15400.00","15400.00",".00"
"00000722839000000","2019","1","1","HOMESTEAD EXEMPTION","18502.00","18502.00","34251.00","18502.00","18502.00",".00"
"00000722842000000","2019","1","1","HOMESTEAD EXEMPTION","26605.00","26605.00","38302.00","26605.00","26605.00",".00"
"00000722845000000","2019","1","1","HOMESTEAD EXEMPTION","18714.00","18714.00","34357.00","18714.00","18714.00",".00"
"00000722848000000","2019","1","1","HOMESTEAD EXEMPTION","29120.00","29120.00","39560.00","29120.00","29120.00",".00"
"00000722851000000","2019","1","1","HOMESTEAD EXEMPTION","38058.00","38058.00","44029.00","38058.00","38058.00",".00"
"00000722854000000","2019","1","1","HOMESTEAD EXEMPTION","20904.00","20904.00","35452.00","20904.00","20904.00",".00"
"00000722857000000","2019","1","1","HOMESTEAD EXEMPTION","18769.00","18769.00","34384.00","18769.00","18769.00",".00"
"00000722860000000","2019","1","1","HOMESTEAD EXEMPTION","18409.00","18409.00","34204.00","18409.00","18409.00",".00"
"00000722863000000","2019","1","1","HOMESTEAD EXEMPTION","19293.00","19293.00","34646.00","19293.00","19293.00",".00"
