"ACCOUNT_NUM","APPRAISAL_YR","TOT_VAL","CITY_EFF_YR","CITY_EXP_YR","CITY_EXEMPTION_PCT","CITY_BASE_VAL","CITY_VAL_DIF","CITY_EXEMPTION_AMT","CNTY_EFF_YR","CNTY_EXP_YR","CNTY_EXEMPTION_PCT","CNTY_BASE_VAL","CNTY_VAL_DIF","CNTY_EXEMPTION_AMT","ISD_EFF_YR","ISD_EXP_YR","ISD_EXEMPTION_PCT","ISD_BASE_VAL","ISD_VAL_DIF","ISD_EXEMPTION_AMT","COLL_EFF_YR","COLL_EXP_YR","COLL_EXEMPTION_PCT","COLL_BASE_VAL","COLL_VAL_DIF","COLL_EXEMPTION_AMT","SPEC_EFF_YR","SPEC_EXP_YR","SPEC_EXEMPTION_PCT","SPEC_BASE_VAL","SPEC_VAL_DIF","SPEC_EXEMPTION_AMT"
"321077100B0270000","2019","480000.00","0","0",".0000",".00","480000.00",".00","0","0",".0000",".00","480000.00",".00","0","0",".0000",".00","480000.00",".00","0","0",".0000",".00","480000.00",".00","2019","2050",".7706",".00","480000.00","369888.00"
"32107730000130000","2019","483780.00","0","0",".0000",".00","483780.00",".00","0","0",".0000",".00","483780.00",".00","0","0",".0000",".00","483780.00",".00","0","0",".0000",".00","483780.00",".00","2019","2050",".6592",".00","483780.00","318908.00"
"321098000C0100000","2019","519410.00","0","0",".0000",".00","519410.00",".00","0","0",".0000",".00","519410.00",".00","0","0",".0000",".00","519410.00",".00","0","0",".0000",".00","519410.00",".00","2019","2050",".7667",".00","519410.00","398232.00"
"322054200A0280000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054200A0300000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054200A0350000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054200A18R0000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054200A40R0000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054200A43R0000","2019","295490.00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","2019","2055",".9783",".00","295490.00","289078.00"
"322054200A48R0000","2019","295490.00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","2007","2055",".9783",".00","295490.00","289078.00"
"322054200C0020000","2019","295810.00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","2019","2055",".9783",".00","295810.00","289391.00"
"322054300A0210000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054300A0480000","2019","295810.00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","2019","2055",".9783",".00","295810.00","289391.00"
"322054300A0570000","2019","295810.00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","0","0",".0000",".00","295810.00",".00","2019","2055",".9783",".00","295810.00","289391.00"
"322054300A0600000","2019","295490.00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","2019","2055",".9783",".00","295490.00","289078.00"
"322054300A0730000","2019","295490.00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","2019","2055",".9783",".00","295490.00","289078.00"
"322054300A0740000","2019","291330.00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","0","0",".0000",".00","291330.00",".00","2019","2055",".9780",".00","291330.00","284921.00"
"322054300B0180000","2019","295490.00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","0","0",".0000",".00","295490.00",".00","2019","2055",".9783",".00","295490.00","289078.00"
"322552900C0170000","2019","783970.00","0","0",".0000",".00","783970.00",".00","0","0",".0000",".00","783970.00",".00","0","0",".0000",".00","783970.00",".00","0","0",".0000",".00","783970.00",".00","2019","2055",".8522",".00","783970.00","668099.00"
"322552900D0050000","2019","825000.00","0","0",".0000",".00","825000.00",".00","0","0",".0000",".00","825000.00",".00","0","0",".0000",".00","825000.00",".00","0","0",".0000",".00","825000.00",".00","2019","2055",".8490",".00","825000.00","700425.00"
"322552900E0190000","2019","1006950.00","0","0",".0000",".00","1006950.00",".00","0","0",".0000",".00","1006950.00",".00","0","0",".0000",".00","1006950.00",".00","0","0",".0000",".00","1006950.00",".00","2019","2055",".8505",".00","1006950.00","856411.00"
"322552900E0230100","2019","493770.00","0","0",".0000",".00","493770.00",".00","0","0",".0000",".00","493770.00",".00","0","0",".0000",".00","493770.00",".00","0","0",".0000",".00","493770.00",".00","2019","2055",".9728",".00","493770.00","480339.00"
"322552900E0250000","2019","79450.00","0","0",".0000",".00","79450.00",".00","0","0",".0000",".00","79450.00",".00","0","0",".0000",".00","79450.00",".00","0","0",".0000",".00","79450.00",".00","2019","2055",".9118",".00","79450.00","72443.00"
"322552900F0020000","2019","880000.00","0","0",".0000",".00","880000.00",".00","0","0",".0000",".00","880000.00",".00","0","0",".0000",".00","880000.00",".00","0","0",".0000",".00","880000.00",".00","2019","2055",".8518",".00","880000.00","749584.00"
"322552900F0130000","2019","830800.00","0","0",".0000",".00","830800.00",".00","0","0",".0000",".00","830800.00",".00","0","0",".0000",".00","830800.00",".00","0","0",".0000",".00","830800.00",".00","2019","2055",".8485",".00","830800.00","704934.00"
"322552900H0110000","2019","697410.00","0","0",".0000",".00","697410.00",".00","0","0",".0000",".00","697410.00",".00","0","0",".0000",".00","697410.00",".00","0","0",".0000",".00","697410.00",".00","2019","2055",".8529",".00","697410.00","594821.00"
"322552900J0030000","2019","745110.00","0","0",".0000",".00","745110.00",".00","0","0",".0000",".00","745110.00",".00","0","0",".0000",".00","745110.00",".00","0","0",".0000",".00","745110.00",".00","2019","2055",".8397",".00","745110.00","625669.00"
"322552900J0040000","2019","703060.00","0","0",".0000",".00","703060.00",".00","0","0",".0000",".00","703060.00",".00","0","0",".0000",".00","703060.00",".00","0","0",".0000",".00","703060.00",".00","2019","2055",".8528",".00","703060.00","599570.00"
"322552900J0060000","2019","599000.00","0","0",".0000",".00","599000.00",".00","0","0",".0000",".00","599000.00",".00","0","0",".0000",".00","599000.00",".00","0","0",".0000",".00","599000.00",".00","2019","2055",".8437",".00","599000.00","505376.00"
"322552900L0020000","2019","823340.00","0","0",".0000",".00","823340.00",".00","0","0",".0000",".00","823340.00",".00","0","0",".0000",".00","823340.00",".00","0","0",".0000",".00","823340.00",".00","2019","2055",".8636",".00","823340.00","711036.00"
"322552900M0190000","2019","690000.00","0","0",".0000",".00","690000.00",".00","0","0",".0000",".00","690000.00",".00","0","0",".0000",".00","690000.00",".00","0","0",".0000",".00","690000.00",".00","2019","2055",".8381",".00","690000.00","578289.00"
"322552900M0200100","2019","845570.00","0","0",".0000",".00","845570.00",".00","0","0",".0000",".00","845570.00",".00","0","0",".0000",".00","845570.00",".00","0","0",".0000",".00","845570.00",".00","2019","2055",".8328",".00","845570.00","704191.00"
"322552900P0100000","2019","775180.00","0","0",".0000",".00","775180.00",".00","0","0",".0000",".00","775180.00",".00","0","0",".0000",".00","775180.00",".00","0","0",".0000",".00","775180.00",".00","2019","2055",".8595",".00","775180.00","666267.00"
"322565500A03R0000","2019","328140.00","0","0",".0000",".00","328140.00",".00","0","0",".0000",".00","328140.00",".00","0","0",".0000",".00","328140.00",".00","0","0",".0000",".00","328140.00",".00","2019","2055",".7733",".00","328140.00","253751.00"
"322565500A23R0000","2019","265490.00","0","0",".0000",".00","265490.00",".00","0","0",".0000",".00","265490.00",".00","0","0",".0000",".00","265490.00",".00","0","0",".0000",".00","265490.00",".00","2019","2055",".7736",".00","265490.00","205383.00"
"322565500B0060000","2019","454290.00","0","0",".0000",".00","454290.00",".00","0","0",".0000",".00","454290.00",".00","0","0",".0000",".00","454290.00",".00","0","0",".0000",".00","454290.00",".00","2019","2055",".7801",".00","454290.00","354392.00"
"322565500C0050000","2019","340230.00","0","0",".0000",".00","340230.00",".00","0","0",".0000",".00","340230.00",".00","0","0",".0000",".00","340230.00",".00","0","0",".0000",".00","340230.00",".00","2019","2055",".7679",".00","340230.00","261263.00"
"322565500C0480000","2019","318280.00","0","0",".0000",".00","318280.00",".00","0","0",".0000",".00","318280.00",".00","0","0",".0000",".00","318280.00",".00","0","0",".0000",".00","318280.00",".00","2019","2055",".7659",".00","318280.00","243771.00"
"322565500C0570000","2019","327860.00","0","0",".0000",".00","327860.00",".00","0","0",".0000",".00","327860.00",".00","0","0",".0000",".00","327860.00",".00","0","0",".0000",".00","327860.00",".00","2019","2055",".7748",".00","327860.00","254026.00"
"322565500C06R0000","2019","402270.00","0","0",".0000",".00","402270.00",".00","0","0",".0000",".00","402270.00",".00","0","0",".0000",".00","402270.00",".00","0","0",".0000",".00","402270.00",".00","2019","2055",".7734",".00","402270.00","311116.00"
"322565500C14R0000","2019","279840.00","0","0",".0000",".00","279840.00",".00","0","0",".0000",".00","279840.00",".00","0","0",".0000",".00","279840.00",".00","0","0",".0000",".00","279840.00",".00","2019","2055",".7776",".00","279840.00","217604.00"
"322565500C21R0000","2019","344720.00","0","0",".0000",".00","344720.00",".00","0","0",".0000",".00","344720.00",".00","0","0",".0000",".00","344720.00",".00","0","0",".0000",".00","344720.00",".00","2019","2055",".7813",".00","344720.00","269330.00"
"322565500C25R0000","2019","286770.00","0","0",".0000",".00","286770.00",".00","0","0",".0000",".00","286770.00",".00","0","0",".0000",".00","286770.00",".00","0","0",".0000",".00","286770.00",".00","2019","2055",".7726",".00","286770.00","221559.00"
"322565500C27R0000","2019","277700.00","0","0",".0000",".00","277700.00",".00","0","0",".0000",".00","277700.00",".00","0","0",".0000",".00","277700.00",".00","0","0",".0000",".00","277700.00",".00","2019","2055",".7775",".00","277700.00","215912.00"
"322565500C79R0000","2019","344850.00","0","0",".0000",".00","344850.00",".00","0","0",".0000",".00","344850.00",".00","0","0",".0000",".00","344850.00",".00","0","0",".0000",".00","344850.00",".00","2019","2055",".7744",".00","344850.00","267052.00"
"322565500C87R0000","2019","325770.00","0","0",".0000",".00","325770.00",".00","0","0",".0000",".00","325770.00",".00","0","0",".0000",".00","325770.00",".00","0","0",".0000",".00","325770.00",".00","2019","2055",".7731",".00","325770.00","251853.00"
"322590100A0030000","2019","11800000.00","0","0",".0000",".00","11800000.00",".00","0","0",".0000",".00","11800000.00",".00","0","0",".0000",".00","11800000.00",".00","0","0",".0000",".00","11800000.00",".00","2019","2055",".5907",".00","11800000.00","6970260.00"
"322590100A01A0000","2019","8990000.00","0","0",".0000",".00","8990000.00",".00","0","0",".0000",".00","8990000.00",".00","0","0",".0000",".00","8990000.00",".00","0","0",".0000",".00","8990000.00",".00","2006","2055",".5833",".00","8990000.00","5243867.00"
"322595900A0100000","2019","589500.00","0","0",".0000",".00","589500.00",".00","0","0",".0000",".00","589500.00",".00","0","0",".0000",".00","589500.00",".00","0","0",".0000",".00","589500.00",".00","2019","2055",".9896",".00","589500.00","583369.00"
"322595900B0040000","2019","595000.00","0","0",".0000",".00","595000.00",".00","0","0",".0000",".00","595000.00",".00","0","0",".0000",".00","595000.00",".00","0","0",".0000",".00","595000.00",".00","2019","2055",".9921",".00","595000.00","590300.00"
"322595900B0150000","2019","412520.00","0","0",".0000",".00","412520.00",".00","0","0",".0000",".00","412520.00",".00","0","0",".0000",".00","412520.00",".00","0","0",".0000",".00","412520.00",".00","2019","2055",".9849",".00","412520.00","406291.00"
"322595900C0050000","2019","547960.00","0","0",".0000",".00","547960.00",".00","0","0",".0000",".00","547960.00",".00","0","0",".0000",".00","547960.00",".00","0","0",".0000",".00","547960.00",".00","2019","2055",".9856",".00","547960.00","540069.00"
"322595900F0130000","2019","638410.00","0","0",".0000",".00","638410.00",".00","0","0",".0000",".00","638410.00",".00","0","0",".0000",".00","638410.00",".00","0","0",".0000",".00","638410.00",".00","2019","2055",".9866","8543.00","629867.00","621427.00"
"322595900G0010000","2019","429200.00","0","0",".0000",".00","429200.00",".00","0","0",".0000",".00","429200.00",".00","0","0",".0000",".00","429200.00",".00","0","0",".0000",".00","429200.00",".00","2019","2055",".9855",".00","429200.00","422977.00"
"322595900G0110000","2019","520550.00","0","0",".0000",".00","520550.00",".00","0","0",".0000",".00","520550.00",".00","0","0",".0000",".00","520550.00",".00","0","0",".0000",".00","520550.00",".00","2019","2055",".9900",".00","520550.00","515344.00"
"322595900K0110000","2019","519520.00","0","0",".0000",".00","519520.00",".00","0","0",".0000",".00","519520.00",".00","0","0",".0000",".00","519520.00",".00","0","0",".0000",".00","519520.00",".00","2019","2055",".9856",".00","519520.00","512039.00"
"322595900O0050000","2019","482570.00","0","0",".0000",".00","482570.00",".00","0","0",".0000",".00","482570.00",".00","0","0",".0000",".00","482570.00",".00","0","0",".0000",".00","482570.00",".00","2019","2055",".9856",".00","482570.00","475621.00"
"322595900Q0020000","2019","473260.00","0","0",".0000",".00","473260.00",".00","0","0",".0000",".00","473260.00",".00","0","0",".0000",".00","473260.00",".00","0","0",".0000",".00","473260.00",".00","2019","2055",".9847",".00","473260.00","466019.00"
"322595900V0100000","2019","444370.00","0","0",".0000",".00","444370.00",".00","0","0",".0000",".00","444370.00",".00","0","0",".0000",".00","444370.00",".00","0","0",".0000",".00","444370.00",".00","2019","2055",".9841",".00","444370.00","437305.00"
"322595900W0070000","2019","445450.00","0","0",".0000",".00","445450.00",".00","0","0",".0000",".00","445450.00",".00","0","0",".0000",".00","445450.00",".00","0","0",".0000",".00","445450.00",".00","2019","2055",".9884",".00","445450.00","440283.00"
"322595900W0120000","2019","440420.00","0","0",".0000",".00","440420.00",".00","0","0",".0000",".00","440420.00",".00","0","0",".0000",".00","440420.00",".00","0","0",".0000",".00","440420.00",".00","2019","2055",".9887",".00","440420.00","435443.00"
"322778300A0019900","2019","5894790.00","0","0",".0000",".00","5894790.00",".00","0","0",".0000",".00","5894790.00",".00","0","0",".0000",".00","5894790.00",".00","0","0",".0000",".00","5894790.00",".00","2008","2055",".3405",".00","5894790.00","2007176.00"
"323335400A0080000","2019","380030.00","0","0",".0000",".00","380030.00",".00","0","0",".0000",".00","380030.00",".00","0","0",".0000",".00","380030.00",".00","0","0",".0000",".00","380030.00",".00","2019","2050",".7313",".00","380030.00","277916.00"
"323335400A0210000","2019","90000.00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","2019","2050",".5193",".00","90000.00","46737.00"
"323335400A0330000","2019","535640.00","0","0",".0000",".00","535640.00",".00","0","0",".0000",".00","535640.00",".00","0","0",".0000",".00","535640.00",".00","0","0",".0000",".00","535640.00",".00","2019","2050",".7504",".00","535640.00","401944.00"
"323335400A0350000","2019","90000.00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","2019","2050",".5193",".00","90000.00","46737.00"
"323335400A0360000","2019","90000.00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","2019","2050",".5193",".00","90000.00","46737.00"
"323335400B0200000","2019","90000.00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","0","0",".0000",".00","90000.00",".00","2019","2050",".5193",".00","90000.00","46737.00"
"323335400B0270000","2019","84600.00","0","0",".0000",".00","84600.00",".00","0","0",".0000",".00","84600.00",".00","0","0",".0000",".00","84600.00",".00","0","0",".0000",".00","84600.00",".00","2019","2050",".5193",".00","84600.00","43933.00"
"323335400B0290000","2019","135000.00","0","0",".0000",".00","135000.00",".00","0","0",".0000",".00","135000.00",".00","0","0",".0000",".00","135000.00",".00","0","0",".0000",".00","135000.00",".00","2019","2050",".6119",".00","135000.00","82606.00"
"323410000A0010000","2019","2958710.00","0","0",".0000",".00","2958710.00",".00","0","0",".0000",".00","2958710.00",".00","0","0",".0000",".00","2958710.00",".00","0","0",".0000",".00","2958710.00",".00","2019","2055",".4782",".00","2958710.00","1414855.00"
"32415260000000504","2019","522950.00","0","0",".0000",".00","522950.00",".00","0","0",".0000",".00","522950.00",".00","0","0",".0000",".00","522950.00",".00","0","0",".0000",".00","522950.00",".00","2008","2055",".9445",".00","522950.00","493926.00"
"32415260000000510","2019","409730.00","0","0",".0000",".00","409730.00",".00","0","0",".0000",".00","409730.00",".00","0","0",".0000",".00","409730.00",".00","0","0",".0000",".00","409730.00",".00","2008","2055",".9445",".00","409730.00","386990.00"
"32415260000000515","2019","412950.00","0","0",".0000",".00","412950.00",".00","0","0",".0000",".00","412950.00",".00","0","0",".0000",".00","412950.00",".00","0","0",".0000",".00","412950.00",".00","2008","2055",".9445",".00","412950.00","390031.00"
"32415260000000562","2019","385320.00","0","0",".0000",".00","385320.00",".00","0","0",".0000",".00","385320.00",".00","0","0",".0000",".00","385320.00",".00","0","0",".0000",".00","385320.00",".00","2008","2055",".9691",".00","385320.00","373414.00"
"32415260000000615","2019","411380.00","0","0",".0000",".00","411380.00",".00","0","0",".0000",".00","411380.00",".00","0","0",".0000",".00","411380.00",".00","0","0",".0000",".00","411380.00",".00","2019","2050",".9703",".00","411380.00","399162.00"
"32415260000000645","2019","400000.00","0","0",".0000",".00","400000.00",".00","0","0",".0000",".00","400000.00",".00","0","0",".0000",".00","400000.00",".00","0","0",".0000",".00","400000.00",".00","2019","2050",".9703",".00","400000.00","388120.00"
"32415260000000663","2019","338370.00","0","0",".0000",".00","338370.00",".00","0","0",".0000",".00","338370.00",".00","0","0",".0000",".00","338370.00",".00","0","0",".0000",".00","338370.00",".00","2019","2055",".9691",".00","338370.00","327914.00"
"32415260000100301","2019","263440.00","0","0",".0000",".00","263440.00",".00","0","0",".0000",".00","263440.00",".00","0","0",".0000",".00","263440.00",".00","0","0",".0000",".00","263440.00",".00","2008","2055",".9703",".00","263440.00","255616.00"
"32415260000100307","2019","249110.00","0","0",".0000",".00","249110.00",".00","0","0",".0000",".00","249110.00",".00","0","0",".0000",".00","249110.00",".00","0","0",".0000",".00","249110.00",".00","2008","2055",".9703",".00","249110.00","241711.00"
"32415260000200205","2019","254170.00","0","0",".0000",".00","254170.00",".00","0","0",".0000",".00","254170.00",".00","0","0",".0000",".00","254170.00",".00","0","0",".0000",".00","254170.00",".00","2008","2055",".9694",".00","254170.00","246392.00"
"32415260000200312","2019","277590.00","0","0",".0000",".00","277590.00",".00","0","0",".0000",".00","277590.00",".00","0","0",".0000",".00","277590.00",".00","0","0",".0000",".00","277590.00",".00","2008","2055",".9718",".00","277590.00","269762.00"
"32415260000300401","2019","253610.00","0","0",".0000",".00","253610.00",".00","0","0",".0000",".00","253610.00",".00","0","0",".0000",".00","253610.00",".00","0","0",".0000",".00","253610.00",".00","2008","2055",".9692",".00","253610.00","245799.00"
"32415260000300407","2019","239810.00","0","0",".0000",".00","239810.00",".00","0","0",".0000",".00","239810.00",".00","0","0",".0000",".00","239810.00",".00","0","0",".0000",".00","239810.00",".00","2008","2055",".9191",".00","239810.00","220409.00"
"324412500A0020000","2019","498550.00","0","0",".0000",".00","498550.00",".00","0","0",".0000",".00","498550.00",".00","0","0",".0000",".00","498550.00",".00","0","0",".0000",".00","498550.00",".00","2019","2055",".8183",".00","498550.00","407963.00"
"324412500A0260000","2019","395610.00","0","0",".0000",".00","395610.00",".00","0","0",".0000",".00","395610.00",".00","0","0",".0000",".00","395610.00",".00","0","0",".0000",".00","395610.00",".00","2019","2055",".8282",".00","395610.00","327644.00"
"324412500B0100000","2019","499000.00","0","0",".0000",".00","499000.00",".00","0","0",".0000",".00","499000.00",".00","0","0",".0000",".00","499000.00",".00","0","0",".0000",".00","499000.00",".00","2019","2055",".8222",".00","499000.00","410278.00"
"324412500B0270000","2019","478470.00","0","0",".0000",".00","478470.00",".00","0","0",".0000",".00","478470.00",".00","0","0",".0000",".00","478470.00",".00","0","0",".0000",".00","478470.00",".00","2019","2055",".8323",".00","478470.00","398231.00"
"324412500C0250000","2019","480000.00","0","0",".0000",".00","480000.00",".00","0","0",".0000",".00","480000.00",".00","0","0",".0000",".00","480000.00",".00","0","0",".0000",".00","480000.00",".00","2019","2055",".8143",".00","480000.00","390864.00"
"324412500D0030000","2019","480410.00","0","0",".0000",".00","480410.00",".00","0","0",".0000",".00","480410.00",".00","0","0",".0000",".00","480410.00",".00","0","0",".0000",".00","480410.00",".00","2019","2055",".8121",".00","480410.00","390141.00"
"324412500D0070000","2019","403260.00","0","0",".0000",".00","403260.00",".00","0","0",".0000",".00","403260.00",".00","0","0",".0000",".00","403260.00",".00","0","0",".0000",".00","403260.00",".00","2019","2055",".7985",".00","403260.00","322003.00"
"324412500E0030000","2019","461710.00","0","0",".0000",".00","461710.00",".00","0","0",".0000",".00","461710.00",".00","0","0",".0000",".00","461710.00",".00","0","0",".0000",".00","461710.00",".00","2019","2055",".8116",".00","461710.00","374724.00"
"324412500E0040000","2019","470000.00","0","0",".0000",".00","470000.00",".00","0","0",".0000",".00","470000.00",".00","0","0",".0000",".00","470000.00",".00","0","0",".0000",".00","470000.00",".00","2019","2055",".8016",".00","470000.00","376752.00"
"324412500F0060000","2019","565350.00","0","0",".0000",".00","565350.00",".00","0","0",".0000",".00","565350.00",".00","0","0",".0000",".00","565350.00",".00","0","0",".0000",".00","565350.00",".00","2019","2055",".7844",".00","565350.00","443461.00"
"324412500G0010000","2019","450000.00","0","0",".0000",".00","450000.00",".00","0","0",".0000",".00","450000.00",".00","0","0",".0000",".00","450000.00",".00","0","0",".0000",".00","450000.00",".00","2019","2055",".7778",".00","450000.00","350010.00"
"324412500G0020000","2019","525000.00","0","0",".0000",".00","525000.00",".00","0","0",".0000",".00","525000.00",".00","0","0",".0000",".00","525000.00",".00","0","0",".0000",".00","525000.00",".00","2019","2055",".7760",".00","525000.00","407400.00"
"324412500G0030000","2019","477240.00","0","0",".0000",".00","477240.00",".00","0","0",".0000",".00","477240.00",".00","0","0",".0000",".00","477240.00",".00","0","0",".0000",".00","477240.00",".00","2019","2055",".8064",".00","477240.00","384846.00"
"324412500I0030000","2019","524310.00","0","0",".0000",".00","524310.00",".00","0","0",".0000",".00","524310.00",".00","0","0",".0000",".00","524310.00",".00","0","0",".0000",".00","524310.00",".00","2019","2055",".8037",".00","524310.00","421388.00"
