"ACCOUNT_NUM","APPRAISAL_YR"
"00000619054000000","2019"
"00000619072000000","2019"
"00000619177000000","2019"
"00000619183000000","2019"
"00000619240000000","2019"
"00000619252000000","2019"
"00000619324000000","2019"
"00000619426000000","2019"
"00000619465000000","2019"
"00000619843000000","2019"
"00000619892500000","2019"
"00000619977000000","2019"
"00000620191000000","2019"
"00000316402000000","2019"
"00000316405000000","2019"
"00000316417000000","2019"
"00000316954000000","2019"
"00000317017000000","2019"
"00000317959000000","2019"
"00000449584000000","2019"
"00000449734000000","2019"
"00000450352000000","2019"
"00000450427000000","2019"
"00000455398000000","2019"
"00000455437000000","2019"
"00000456181000000","2019"
"00000456196000000","2019"
"00000456226000000","2019"
"00000456280000000","2019"
"00000508657000000","2019"
"00000509749000000","2019"
"00000510439000000","2019"
"00000510970000000","2019"
"00000513547000000","2019"
"00000513586000000","2019"
"00000513832000000","2019"
"00000566317000000","2019"
"00000677074000000","2019"
"00000677077000000","2019"
"00000677195000000","2019"
"00000677287000000","2019"
"00000677326000000","2019"
"00000678844000000","2019"
"00000678847000000","2019"
"00000680065000000","2019"
"00000680575000000","2019"
"00000680673000000","2019"
"00000319753000000","2019"
"00000320056000100","2019"
"00000321370000000","2019"
"00000323011000000","2019"
"00000323173000000","2019"
"00000323176000000","2019"
"00000324403500000","2019"
"00000325483000000","2019"
"00000474931000000","2019"
"00000475084000000","2019"
"00000475087000000","2019"
"00000475228000000","2019"
"00000475293340000","2019"
"00000660895000000","2019"
"00000662053000000","2019"
"00000663364000000","2019"
"00000664282000000","2019"
"00000667930000000","2019"
"00000584215000000","2019"
"00000603299000000","2019"
"00000606926000000","2019"
"00000607816000100","2019"
"00000635929000000","2019"
"00000636763000000","2019"
"00000639506000000","2019"
"00000641251000000","2019"
"00000641677000000","2019"
"00000641680000000","2019"
"00000794094600000","2019"
"00000794119050000","2019"
"00000794128000000","2019"
"00000654427000000","2019"
"00000655141000000","2019"
"00000656695000000","2019"
"00000756295000000","2019"
"00000757420000000","2019"
"00000758854000000","2019"
"00000760009000000","2019"
"00000760318000000","2019"
"00000761944000000","2019"
"00000762331000000","2019"
"00000284713000000","2019"
"00000284989000000","2019"
"00000285112000000","2019"
"00000285190000000","2019"
"00000285625000000","2019"
"00000286903000000","2019"
"00000554808000000","2019"
"00000558256000000","2019"
"00000533368000000","2019"
"00000536038000000","2019"
"00000537256000000","2019"
"00000572377000000","2019"
"00000572383000000","2019"
"00000697507500000","2019"
"00000698968000000","2019"
"00000610852000000","2019"
"00000612364000000","2019"
"00000614755000000","2019"
"00000811112540000","2019"
"00000811112840000","2019"
"00000811113550000","2019"
"00000811258500000","2019"
"00000811277400000","2019"
"00000811330000000","2019"
"00000811360004400","2019"
"00000811360005800","2019"
"00000811360006000","2019"
"00000813496000000","2019"
"00000624328000000","2019"
"00000624433180000","2019"
"0067400G000060000","2019"
"00000628444000000","2019"
"00000630152000000","2019"
"00000631387000000","2019"
"00000631543000000","2019"
"00000631834000100","2019"
"00000733222000000","2019"
"00000733405000000","2019"
"00000734828000000","2019"
"00000735792000000","2019"
"00000737092000000","2019"
"00000738168690000","2019"
"00000738889000000","2019"
"00000743406000000","2019"
"00000821020100000","2019"
"00000823175020000","2019"
"00000899727890000","2019"
"00000899804000000","2019"
"00000899839460000","2019"
"00000899853200100","2019"
"00000647350000000","2019"
"00000647350100000","2019"
"00000648049000000","2019"
"00854500000010100","2019"
"008597000A0020000","2019"
"008605000000B0000","2019"
"0086050B000000000","2019"
"00861700050010000","2019"
"00865400000000100","2019"
"00868400000000000","2019"
"00000794301900000","2019"
"00000794550600100","2019"
"00000796942460000","2019"
"00000797732000000","2019"
"00000799480010000","2019"
"00756600000000B00","2019"
"007604000A0010000","2019"
"00769600020250000","2019"
"007700000100C0000","2019"
"007730000C0010000","2019"
"007790000G0000000","2019"
"007887000F36B0000","2019"
"00791200000010000","2019"
"00797100000020000","2019"
"00797100000030000","2019"
"008013000B0010000","2019"
"00000763291000000","2019"
"00000763339000000","2019"
"00000764112000000","2019"
"00000766147000000","2019"
"00000772006000000","2019"
"00C03990000000B00","2019"
"00000669073000000","2019"
"00000669454000000","2019"
"00000670420000000","2019"
"00000670453000000","2019"
"00000671071000000","2019"
"00000672691000000","2019"
"00000513850000000","2019"
"00000514123000000","2019"
"00000514135000000","2019"
"00000514186000000","2019"
"00000514198000000","2019"
"00000514255000000","2019"
"00000514264000000","2019"
"00000514267000000","2019"
"00000514279000000","2019"
"00000514408000000","2019"
"00000514441000100","2019"
"00000719167010000","2019"
"00000802211000000","2019"
"00000803542000000","2019"
"00000805249000000","2019"
"00000806680000000","2019"
"00000806713000000","2019"
"00000806794000100","2019"
"001612001013A0000","2019"
"0017370A000010000","2019"
"002396000A0010000","2019"
"00000700168001300","2019"
"00000700168005400","2019"
"00000700735000000","2019"
"00000700813000000","2019"
"00000701004000000","2019"
"00000701104000000","2019"
"00000701440000000","2019"
"00000701912000000","2019"
"00000701941000000","2019"
"00000702193000000","2019"
"00DALAREARAPTT250","2019"
"00DART00000000000","2019"
"0087350A000000100","2019"
"0087770A000100000","2019"
"00878600000000100","2019"
"0088210C000130000","2019"
"00990200001050000","2019"
"00000814312000000","2019"
"00000814418000100","2019"
"00000815860000000","2019"
"00000816048730000","2019"
"00000818128000000","2019"
"000020002701A0000","2019"
"00004400370020000","2019"
"000109000001A0000","2019"
"00032500020010000","2019"
"000490000M01A0100","2019"
"000605001005A0000","2019"
"000633000C01A0000","2019"
"00063900030010000","2019"
"000647001609A0000","2019"
"000652000B02B0000","2019"
"00000442075000000","2019"
"00000443758000000","2019"
"00000444563000000","2019"
"00000445105000000","2019"
"00000776533000000","2019"
"00000776638000000","2019"
"00000778303000000","2019"
"00812500000000100","2019"
"008195001602B0100","2019"
"00819800000000200","2019"
"008292000S000000B","2019"
"00847200010030000","2019"
"18105510000020000","2019"
"181200000D02X0000","2019"
"00082800030050000","2019"
"000853000A0010000","2019"
"000859000204B0000","2019"
"00092900030320000","2019"
"00100100010000100","2019"
"00100400000000000","2019"
"001058000G01A0000","2019"
"001130000C01A0000","2019"
"001156001106A0000","2019"
"001402000001A0000","2019"
"16006580000010000","2019"
"12069500010190000","2019"
"12069500030169900","2019"
"14007050000010000","2019"
"14008500020040000","2019"
"140279300101R0100","2019"
"00LOVEFLD00000000","2019"
"00LOVEFLD0IM30000","2019"
"00STLOUISSWDART00","2019"
"00TIFBALANCEDS961","2019"
"10000760000000200","2019"
"10000900381100000","2019"
"10000909351000000","2019"
"10000909426000000","2019"
"10000927009000000","2019"
"10004390000000A00","2019"
"003077009407A0000","2019"
"00315400340010000","2019"
"003385000C01A0000","2019"
"00340600020000100","2019"
"003646002401A0000","2019"
"003760016A0010000","2019"
"00395500000090000","2019"
"004065001310A0000","2019"
"004099000B02A0100","2019"
"004216003617A0000","2019"
"004230031011A0100","2019"
"004254000105A0000","2019"
"004311001109A0000","2019"
"00444500010010000","2019"
"00461600090000600","2019"
"00000818660000000","2019"
"00000820449900000","2019"
"16039500000160000","2019"
"16042690420020000","2019"
"182268000G0040000","2019"
"18DFW0000000MR200","2019"
"18DFW000000MR3500","2019"
"18DFW000000MR3800","2019"
"18DFW000000MR5000","2019"
"18DFW000000MR5800","2019"
"18DFW000000MR6500","2019"
"18DFW000000MR7000","2019"
"18DFW000000MR9600","2019"
"18DFW00000MR11200","2019"
"18DFW00000MR11701","2019"
"18DFW00000MR15021","2019"
"18DFW00000MR15024","2019"
"18DFW00000MR15027","2019"
"18DFW00000MR15065","2019"
"18DFW00000MR15067","2019"
"18DFW00000MR15084","2019"
"18DFW00000MR16037","2019"
"18DFW00000MR16059","2019"
"180056500A01R0000","2019"
"180056500D03R0000","2019"
"18006390010010100","2019"
"18007000080200000","2019"
"22051430010010000","2019"
"220981100A0010000","2019"
"221130000A0050000","2019"
"00C6915000TT00001","2019"
"00C6915000TT00004","2019"
"00C6915000WW00002","2019"
"14104550000A10400","2019"
"14104690010010000","2019"
"16015500060040000","2019"
"16015500100010000","2019"
"16015500110140000","2019"
"16020770000180000","2019"
"16020800050030000","2019"
"16020840010030000","2019"
"160210000A0150000","2019"
"140408000A01R0000","2019"
"140408300A01R0100","2019"
"14040980010020000","2019"
"14041030010010000","2019"
"140413000201R0000","2019"
"140585800I03R0000","2019"
"14059010010010000","2019"
"140590400A03A0000","2019"
"24191500200430000","2019"
"12000250010010000","2019"
"12032550000CA0000","2019"
"221366900A0020000","2019"
"22137500000040200","2019"
"14107470020010000","2019"
"141079200B0010000","2019"
"16000500180010200","2019"
"26084800010010000","2019"
"26084900010010000","2019"
"26092750050250000","2019"
"26100500040020000","2019"
"26100500060070000","2019"
"26100500080030000","2019"
"26100500080040000","2019"
"26101500090030000","2019"
"26165500060010000","2019"
"26165500160110000","2019"
"26165500160130000","2019"
"26165500160150000","2019"
"26165500160230000","2019"
"200175500I0140000","2019"
"20018500040230000","2019"
"20018500040270000","2019"
"200294900A0020000","2019"
"200338600101A0000","2019"
"200497400A1R10000","2019"
"20052500010030000","2019"
"20054700000010100","2019"
"16027960001167000","2019"
"16034250120020000","2019"
"160365500A9R20100","2019"
"16037500000040000","2019"
"26346590000000000","2019"
"26352500010440000","2019"
"26360610010020000","2019"
"26361500010180000","2019"
"160455900A0010000","2019"
"18001390000010000","2019"
"18001530010020000","2019"
"18003490010010000","2019"
"26403500060210000","2019"
"26403500150200000","2019"
"26404530030200000","2019"
"240425600C0010000","2019"
"240836300B0010000","2019"
"24085500030170000","2019"
"24107500020180000","2019"
"24112500010080000","2019"
"241147000001A0000","2019"
"20073500010020000","2019"
"200924000A0010000","2019"
"20098560010100100","2019"
"20105500020050000","2019"
"20112610000010000","2019"
"24ROCKISLANDRR200","2019"
"26012600010030000","2019"
"26047600010010000","2019"
"26053500000060000","2019"
"26068500000070000","2019"
"26068500000090000","2019"
"281165000301R0000","2019"
"2812070011219R000","2019"
"28120700300340000","2019"
"28124920010030000","2019"
"28124920020010000","2019"
"261106500102R0100","2019"
"26112090050020000","2019"
"26125500060220000","2019"
"282018000101R0000","2019"
"0054570E000010000","2019"
"005495000A0010000","2019"
"00560900000010000","2019"
"005626000A0010100","2019"
"005747000A0020000","2019"
"005823000003A0000","2019"
"005823000033A0000","2019"
"005839000209A0000","2019"
"00583900030010000","2019"
"005890000403A0000","2019"
"26490500030220000","2019"
"26501300040280000","2019"
"265025000E01R0000","2019"
"26505800040130000","2019"
"26506600010010000","2019"
"26553500020260000","2019"
"26556600010010000","2019"
"00000721594000000","2019"
"00000721615000000","2019"
"00000726171000000","2019"
"00000727027000000","2019"
"00000728942100000","2019"
"00000730330000000","2019"
"26251500030010000","2019"
"26251500030020000","2019"
"262547300B0380000","2019"
"26260550010010000","2019"
"26179490010070000","2019"
"26179490010090000","2019"
"262024500101R0000","2019"
"26206400010010000","2019"
"26242500030290000","2019"
"26457570010010000","2019"
"26466500010170000","2019"
"325596100A0010000","2019"
"22027000000040000","2019"
"280525009901R0000","2019"
"28052501130160000","2019"
"28052501340030000","2019"
"32108500170010000","2019"
"321128200A0010000","2019"
"321128200A0010100","2019"
"32114500010160000","2019"
"321158500A0010000","2019"
"321194500A0010000","2019"
"32155500010130100","2019"
"32155500010160100","2019"
"32155500010170000","2019"
"32155500010190000","2019"
"32155500020130000","2019"
"32155500020250000","2019"
"00000806866000000","2019"
"00000806896000000","2019"
"00000809794600000","2019"
"26674500010060000","2019"
"26687500010010000","2019"
"26687500030010000","2019"
"26RAYHUBBARD0GS00","2019"
"270002600M0020000","2019"
"266157000A01R0000","2019"
"26620600011R20000","2019"
"26080720100050000","2019"
"32186800540140000","2019"
"321872500B0030000","2019"
"321872500B0100000","2019"
"00000778750000000","2019"
"00000779989000000","2019"
"00000780010000000","2019"
"00000780016000000","2019"
"00000780250000100","2019"
"00000781114000000","2019"
"00000781549000000","2019"
"00000781615000000","2019"
"00000781651000000","2019"
"00000781789000000","2019"
"00000781852000000","2019"
"28212500030100000","2019"
"28212500030180000","2019"
"28212500080090000","2019"
"28217100020000A00","2019"
"28219500020140000","2019"
"28220560010010000","2019"
"282315001301R0000","2019"
"00000674678000000","2019"
"00000675400000000","2019"
"00000675679000000","2019"
"00000676897000000","2019"
"380225000W18R0000","2019"
"38036500080110000","2019"
"380407500J0120000","2019"
"32460550000040000","2019"
"324635100A0010000","2019"
"32471500010030000","2019"
"32493500000020100","2019"
"325379800A0020100","2019"
"28052501540170000","2019"
"28052501660010000","2019"
"28055500000110000","2019"
"28065400010010000","2019"
"28067400010010000","2019"
"28073500030120200","2019"
"28073500030260000","2019"
"28073500180080000","2019"
"28073500220070000","2019"
"28073500220080000","2019"
"28073500250250200","2019"
"32155500020360000","2019"
"32156500020120000","2019"
"380537300A0330000","2019"
"005949000A0020000","2019"
"0060300A000010980","2019"
"0060470B0006A0000","2019"
"006048002301A0000","2019"
"00606900000000100","2019"
"006069000A0040000","2019"
"00611302450000200","2019"
"00611306030000500","2019"
"006116000B01A0000","2019"
"28239600080150000","2019"
"282415100101R0000","2019"
"282431900101R0000","2019"
"38162500040050000","2019"
"38172270000020000","2019"
"38180500000010000","2019"
"38180500001210000","2019"
"38180500001240000","2019"
"28000500310080000","2019"
"28015500004170000","2019"
"28021680010080000","2019"
"28023750030020000","2019"
"28024500020010200","2019"
"32189550030060000","2019"
"32189550050050000","2019"
"32189550080030000","2019"
"32189550080080000","2019"
"32189550080090000","2019"
"32189550080280000","2019"
"32189550080330000","2019"
"322056800A0010000","2019"
"322076000A0010000","2019"
"36042500000280000","2019"
"36045500020030000","2019"
"360790000E0010000","2019"
"36088500010040000","2019"
"36090500010010000","2019"
"00691800030010000","2019"
"00693200080020000","2019"
"0069500A000060000","2019"
"00702400000010000","2019"
"007123000P08A0000","2019"
"00713500DD0040000","2019"
"00713500EE0070000","2019"
"00000750829500000","2019"
"00000754519000000","2019"
"00000754729000000","2019"
"00000754747000000","2019"
"00000755080000300","2019"
"281703500101R0000","2019"
"28182500020010000","2019"
"32325500000240000","2019"
"32332500140010000","2019"
"323335400A0020000","2019"
"32350500010080100","2019"
"323867000A02A0000","2019"
"32601500000130000","2019"
"326730000A0060100","2019"
"326920000A0010100","2019"
"329010100A0020000","2019"
"329553600H8XR3000","2019"
"36000500400050000","2019"
"36000500580010300","2019"
"28078900500100000","2019"
"28081500020230000","2019"
"28101500050050800","2019"
"28108500060050000","2019"
"28110500010050000","2019"
"420752100B01D0000","2019"
"420766500A01B0000","2019"
"380644800A0020000","2019"
"38076500220070000","2019"
"38077500220230000","2019"
"380877100A0050000","2019"
"380882500A0010000","2019"
"44016370010010000","2019"
"440165500511R0000","2019"
"00000680788000000","2019"
"00000681019000000","2019"
"00000682510000000","2019"
"00000682933000000","2019"
"00000683224000000","2019"
"00000683812000000","2019"
"00000684431000000","2019"
"38189550050300000","2019"
"38201100010010000","2019"
"382013700A0010000","2019"
"42275510010010000","2019"
"42430500260040000","2019"
"42430700000160000","2019"
"42430850180010000","2019"
"42431100000020100","2019"
"42DALAREARAPTCR00","2019"
"36000500760090000","2019"
"36002500030070000","2019"
"36002500040080000","2019"
"360025000C18R0000","2019"
"36004500020050000","2019"
"360103000E0010000","2019"
"360103000E0120000","2019"
"360103000F0010000","2019"
"322157500A0010000","2019"
"322157600A0010000","2019"
"322316400A0010000","2019"
"32258500030030100","2019"
"322589700A0030000","2019"
"32406500010250000","2019"
"325432400A0010000","2019"
"38204500030000100","2019"
"38220500020140000","2019"
"382205100A0030000","2019"
"382376500C1R10000","2019"
"42013750010160000","2019"
"36LANCASTB09L1700","2019"
"36LANCASTB09L1900","2019"
"36LANCASTB13L0100","2019"
"38000500640030100","2019"
"380035000A0030000","2019"
"38005500070010000","2019"
"480014700A0010000","2019"
"44001340000000000","2019"
"440016300A0010000","2019"
"44003750010010000","2019"
"44012910010010000","2019"
"44013900000000A00","2019"
"440160500C0010000","2019"
"42046500140090000","2019"
"42048800010010000","2019"
"420746700A06B0000","2019"
"65160140010010000","2019"
"65161308510090400","2019"
"65163418510010000","2019"
"65166732510020000","2019"
"65168037515000000","2019"
"65168940010090000","2019"
"65169141010010000","2019"
"65169241510080100","2019"
"421035000B17A0000","2019"
"42103950010010000","2019"
"42113500010380000","2019"
"42129500050010000","2019"
"42162500770190000","2019"
"44023560000000400","2019"
"44023560000000900","2019"
"48000950010020000","2019"
"65054859510140700","2019"
"65055362010010000","2019"
"65056367110130000","2019"
"32311600010020000","2019"
"32316500010040000","2019"
"65010775720250000","2019"
"65011379510070100","2019"
"65012183510160000","2019"
"65012183510180000","2019"
"65012183510380000","2019"
"00000781870000000","2019"
"00000781876000000","2019"
"00000781994000000","2019"
"00000781999000000","2019"
"00000782002000000","2019"
"00000782096000000","2019"
"00000782137000000","2019"
"00000782152000000","2019"
"00000782219000000","2019"
"00000782272000000","2019"
"00000782402000000","2019"
"00000782794000000","2019"
"00713500EE0140000","2019"
"00713500EE0170000","2019"
"00713500EE0220000","2019"
"0071350AAA0030000","2019"
"0071520G0003A0000","2019"
"007165000A0029900","2019"
"007357000A01ATE00","2019"
"007392000A01A0000","2019"
"007462000A04C0000","2019"
"262626700107R0000","2019"
"26282000010020000","2019"
"26284250010030000","2019"
"26306600030120000","2019"
"26307500060040000","2019"
"36029500000020000","2019"
"60084500890050000","2019"
"60084501240000000","2019"
"60085600000020000","2019"
"60095500170010000","2019"
"60095500270040000","2019"
"60111500020020000","2019"
"60111500020040000","2019"
"500205000D0020000","2019"
"00000686230000000","2019"
"00000686851000000","2019"
"99050315140000000","2019"
"602185004501A0000","2019"
"60218500820150000","2019"
"60248500010070100","2019"
"60257500030280000","2019"
"65059104010010100","2019"
"65059810510070000","2019"
"65061823710150000","2019"
"65063331110300000","2019"
"65065645510090000","2019"
"65068058610230000","2019"
"65068862510470000","2019"
"65069366010029900","2019"
"65070609510150000","2019"
"65071075010080600","2019"
"65071683810100200","2019"
"65172558010010300","2019"
"65172960010130000","2019"
"65113646010510000","2019"
"65113646510160000","2019"
"65113848010210000","2019"
"65115759810020400","2019"
"65117470010030000","2019"
"65118400510010400","2019"
"65120018510100200","2019"
"520109700A0010000","2019"
"54005500040170000","2019"
"60027500100140000","2019"
"60045610010150000","2019"
"381185100A0010000","2019"
"381294700A0010000","2019"
"381300500506R0000","2019"
"381324000A0010000","2019"
"381355500A0010000","2019"
"65017228010050000","2019"
"65017833010600000","2019"
"65019643010020600","2019"
"65019643010023800","2019"
"65022558010080100","2019"
"99061004130000000","2019"
"99061108110000000","2019"
"99070122420000000","2019"
"99070329450000000","2019"
"60069500000000000","2019"
"60073500010010000","2019"
"60073500010260000","2019"
"60076500010030000","2019"
"60076500010040000","2019"
"60076500030120000","2019"
"60076500040040000","2019"
"60076500060080000","2019"
"60076500060170000","2019"
"60076500070040000","2019"
"60076500070140000","2019"
"60076500070280000","2019"
"60083501690000000","2019"
"60084500000000300","2019"
"60084500240090000","2019"
"60084500470090000","2019"
"60084500850000000","2019"
"99131210990000000","2019"
"99131216190000000","2019"
"99131216390000000","2019"
"99131218560000000","2019"
"99051018105000000","2019"
"00612700DD0230000","2019"
"0061270U000190000","2019"
"006154000C0010000","2019"
"00620200000000A00","2019"
"006226000A0080000","2019"
"006229000U0040000","2019"
"0062490A000020000","2019"
"006256000Q0290000","2019"
"006260000A0010000","2019"
"00626500000010000","2019"
"0062760A000010000","2019"
"006289000D03F0000","2019"
"0063100A000050000","2019"
"28248500050040000","2019"
"28253500020180000","2019"
"28DFW000000MR2200","2019"
"28DFW000000MR3723","2019"
"28DFW000000MR4811","2019"
"28DFW000000MR4818","2019"
"28DFW000000MR4850","2019"
"28DFW000000MR4855","2019"
"28DFW000000MR4856","2019"
"28DFW000000MR4870","2019"
"28DFW000000MR4873","2019"
"28DFW000000MR4875","2019"
"28DFW000000MR4901","2019"
"28DFW000000MR4904","2019"
"28DFW000000MR4906","2019"
"28DFW000000MR4929","2019"
"28DFW000000MR4949","2019"
"28DFW000000MR6032","2019"
"28DFW000000MR6046","2019"
"60DARTUNIONPCDC00","2019"
"60DFW0DC0000MR300","2019"
"60DFW0DC0000MR912","2019"
"60HUDSON000000000","2019"
"61000931272000000","2019"
"61000931416000000","2019"
"610035000A0010000","2019"
"61007000000030100","2019"
"65001815020200000","2019"
"65003022010090200","2019"
"65072288010010300","2019"
"65073325110540000","2019"
"65073325520300000","2019"
"65073326020830000","2019"
"65073326510040000","2019"
"65073408210180000","2019"
"65073408310330000","2019"
"65074012510130000","2019"
"65074215010130000","2019"
"65074215010140000","2019"
"65074215010260000","2019"
"65076136910530000","2019"
"99140115370000000","2019"
"99140115380000000","2019"
"99140130105000000","2019"
"99140213420000000","2019"
"99140219400000000","2019"
"99140326430000000","2019"
"99140403300000000","2019"
"99140507830000000","2019"
"99140513106000000","2019"
"99140513450000000","2019"
"99140917540000000","2019"
"99140922670000000","2019"
"99140922680000000","2019"
"99141008240000000","2019"
"99141008350000000","2019"
"99141021340000000","2019"
"99141029680000000","2019"
"65022558010370000","2019"
"65022558510280000","2019"
"65022558510580800","2019"
"65022660510100100","2019"
"65022963510340000","2019"
"65023466010130000","2019"
"65024508290010100","2019"
"65024572010040000","2019"
"65025477010130000","2019"
"65031542010021900","2019"
"65032447010060000","2019"
"65032447010160100","2019"
"99111213160000000","2019"
"99111214570000000","2019"
"99120111280000000","2019"
"99120229400000000","2019"
"99120301450000000","2019"
"99120314880000000","2019"
"99121010240000000","2019"
"60114500020040000","2019"
"60115500010060200","2019"
"60115500030043600","2019"
"60115500030051100","2019"
"60115500030056800","2019"
"60115500030141200","2019"
"60123500110270000","2019"
"65120723510080000","2019"
"65122633510220100","2019"
"65124141510130300","2019"
